,CustomerID,Recency,Frequency,Monetary
7410,7411,76,24,4191
7411,7412,311,8,1177
7412,7413,312,14,1820
7413,7414,196,16,4847
7414,7415,351,18,448
7415,7416,44,49,1507
7416,7417,186,24,3831
7417,7418,343,39,4651
7418,7419,246,47,4192
7419,7420,84,27,392
7420,7421,207,28,4354
7421,7422,151,7,1602
7422,7423,156,34,124
7423,7424,16,27,1744
7424,7425,165,34,1643
7425,7426,145,39,3777
7426,7427,37,19,4614
7427,7428,333,6,4565
7428,7429,45,30,1615
7429,7430,206,28,1912
7430,7431,62,12,3716
7431,7432,356,15,4452
7432,7433,308,45,4523
7433,7434,19,39,353
7434,7435,300,39,2918
7435,7436,7,15,4849
7436,7437,249,36,221
7437,7438,117,3,132
7438,7439,68,1,1383
7439,7440,34,7,2697
7440,7441,194,9,1276
7441,7442,325,1,4826
7442,7443,55,5,2636
7443,7444,266,47,4425
7444,7445,42,36,300
7445,7446,297,10,654
7446,7447,231,2,1289
7447,7448,10,23,3206
7448,7449,358,39,1050
7449,7450,128,29,917
7450,7451,179,19,945
7451,7452,193,38,329
7452,7453,92,47,2437
7453,7454,231,20,1020
7454,7455,78,12,2573
7455,7456,85,11,4954
7456,7457,30,35,1874
7457,7458,213,49,4261
7458,7459,49,7,3205
7459,7460,265,23,2102
7460,7461,145,17,1026
7461,7462,69,48,765
7462,7463,58,2,3503
7463,7464,185,5,4320
7464,7465,62,21,1986
7465,7466,308,13,4563
7466,7467,296,11,2157
7467,7468,166,24,4332
7468,7469,171,33,280
7469,7470,63,27,1577
7470,7471,147,35,2233
7471,7472,306,18,4915
7472,7473,161,21,4409
7473,7474,141,4,1290
7474,7475,334,41,1440
7475,7476,97,32,4247
7476,7477,221,43,2343
7477,7478,43,49,812
7478,7479,292,11,781
7479,7480,108,3,686
7480,7481,266,21,1510
7481,7482,95,43,463
7482,7483,262,14,2032
7483,7484,313,6,4572
7484,7485,71,29,3744
7485,7486,219,31,1197
7486,7487,21,47,826
7487,7488,92,28,599
7488,7489,127,43,1220
7489,7490,80,36,2074
7490,7491,312,28,689
7491,7492,238,19,947
7492,7493,182,3,1206
7493,7494,25,12,1028
7494,7495,156,36,3212
7495,7496,5,24,3109
7496,7497,120,12,2761
7497,7498,277,24,3860
7498,7499,18,1,1899
7499,7500,198,28,695
7500,7501,57,16,2360
7501,7502,93,21,4792
7502,7503,19,30,2268
7503,7504,353,34,2603
7504,7505,193,26,4620
7505,7506,237,35,4910
7506,7507,277,31,1772
7507,7508,227,16,2388
7508,7509,233,42,1731
7509,7510,40,29,3619
7510,7511,323,29,3079
7511,7512,153,9,530
7512,7513,127,14,2836
7513,7514,237,8,794
7514,7515,55,2,218
7515,7516,172,11,2029
7516,7517,109,2,1698
7517,7518,354,47,2911
7518,7519,184,18,589
7519,7520,198,5,2561
7520,7521,87,7,640
7521,7522,201,23,1561
7522,7523,337,19,1366
7523,7524,322,19,1374
7524,7525,275,48,3337
7525,7526,211,19,382
7526,7527,118,49,2875
7527,7528,191,45,1157
7528,7529,42,40,3962
7529,7530,42,28,855
7530,7531,315,11,3240
7531,7532,276,11,1752
7532,7533,329,9,172
7533,7534,17,14,2978
7534,7535,283,34,2130
7535,7536,258,29,3969
7536,7537,63,49,1647
7537,7538,62,21,2935
7538,7539,100,48,3875
7539,7540,19,5,1024
7540,7541,17,33,282
7541,7542,325,9,1391
7542,7543,246,3,2681
7543,7544,251,14,3921
7544,7545,81,18,3066
7545,7546,39,12,4496
7546,7547,36,23,206
7547,7548,197,14,4991
7548,7549,158,16,4939
7549,7550,204,37,1708
7550,7551,196,20,3368
7551,7552,216,20,101
7552,7553,285,15,2765
7553,7554,196,41,4735
7554,7555,307,25,2480
7555,7556,152,17,4376
7556,7557,14,12,2801
7557,7558,325,45,273
7558,7559,146,42,3914
7559,7560,57,39,480
7560,7561,211,7,2093
7561,7562,268,8,2648
7562,7563,210,24,1321
7563,7564,17,47,4742
7564,7565,286,25,3091
7565,7566,344,21,1038
7566,7567,203,33,4471
7567,7568,99,10,4251
7568,7569,279,22,3279
7569,7570,209,19,2150
7570,7571,129,29,935
7571,7572,335,3,4078
7572,7573,288,39,4044
7573,7574,252,4,1696
7574,7575,265,37,1602
7575,7576,271,31,3036
7576,7577,188,6,4617
7577,7578,214,28,3511
7578,7579,283,10,3682
7579,7580,211,12,1886
7580,7581,76,46,1979
7581,7582,148,2,3961
7582,7583,321,3,1932
7583,7584,213,1,311
7584,7585,109,35,209
7585,7586,129,24,2784
7586,7587,10,47,1491
7587,7588,47,48,1484
7588,7589,315,34,2538
7589,7590,96,20,1553
7590,7591,103,16,4657
7591,7592,342,30,3426
7592,7593,146,47,2944
7593,7594,27,39,934
7594,7595,220,25,458
7595,7596,18,5,4416
7596,7597,167,29,435
7597,7598,82,37,952
7598,7599,72,28,4538
7599,7600,310,41,981
7600,7601,254,23,3153
7601,7602,162,32,2627
7602,7603,327,46,3410
7603,7604,38,18,317
7604,7605,201,41,103
7605,7606,200,35,4731
7606,7607,255,43,4108
7607,7608,179,24,4558
7608,7609,35,47,1647
7609,7610,82,28,2959
7610,7611,220,36,2284
7611,7612,158,21,265
7612,7613,4,5,2736
7613,7614,167,26,2972
7614,7615,204,23,1050
7615,7616,194,44,3387
7616,7617,235,33,997
7617,7618,206,26,467
7618,7619,150,22,4041
7619,7620,159,20,4433
7620,7621,279,2,438
7621,7622,304,41,3410
7622,7623,166,18,2293
7623,7624,311,5,165
7624,7625,68,32,573
7625,7626,88,46,1187
7626,7627,217,11,1851
7627,7628,1,21,3667
7628,7629,135,22,766
7629,7630,185,3,1432
7630,7631,351,9,1566
7631,7632,140,2,4825
7632,7633,106,46,3712
7633,7634,133,28,2219
7634,7635,108,34,322
7635,7636,178,10,1905
7636,7637,298,19,679
7637,7638,358,29,1664
7638,7639,359,2,2716
7639,7640,146,48,2777
7640,7641,74,6,2516
7641,7642,108,44,3582
7642,7643,122,7,3862
7643,7644,17,36,1761
7644,7645,196,8,4942
7645,7646,327,19,3097
7646,7647,318,10,173
7647,7648,297,33,2733
7648,7649,252,37,1537
7649,7650,119,38,2626
7650,7651,162,27,2387
7651,7652,198,29,3328
7652,7653,45,19,4140
7653,7654,314,18,1070
7654,7655,179,23,3899
7655,7656,44,1,4540
7656,7657,271,43,3162
7657,7658,78,3,3869
7658,7659,326,10,1521
7659,7660,178,7,140
7660,7661,357,49,1561
7661,7662,3,26,873
7662,7663,214,16,304
7663,7664,342,39,996
7664,7665,74,45,3679
7665,7666,51,32,896
7666,7667,67,12,1841
7667,7668,332,44,3038
7668,7669,93,8,509
7669,7670,176,8,709
7670,7671,145,45,2849
7671,7672,7,11,2151
7672,7673,269,33,4234
7673,7674,322,25,2772
7674,7675,4,17,4741
7675,7676,138,31,219
7676,7677,231,19,380
7677,7678,88,45,2418
7678,7679,17,15,1252
7679,7680,52,44,4571
7680,7681,134,49,3052
7681,7682,211,35,4510
7682,7683,325,39,2289
7683,7684,219,2,1228
7684,7685,205,34,898
7685,7686,211,25,4923
7686,7687,277,38,603
7687,7688,24,4,4248
7688,7689,4,16,4439
7689,7690,152,32,2541
7690,7691,259,15,4813
7691,7692,324,42,1294
7692,7693,357,14,3317
7693,7694,168,41,1438
7694,7695,176,15,1455
7695,7696,310,7,4559
7696,7697,291,7,185
7697,7698,56,8,2606
7698,7699,108,19,1937
7699,7700,296,18,1300
7700,7701,324,17,2543
7701,7702,302,18,2747
7702,7703,334,19,4766
7703,7704,141,40,3480
7704,7705,155,13,3495
7705,7706,262,11,4552
7706,7707,273,7,1826
7707,7708,232,27,1664
7708,7709,241,37,1986
7709,7710,355,5,188
7710,7711,337,8,3592
7711,7712,258,10,2426
7712,7713,249,37,4954
7713,7714,77,26,532
7714,7715,180,15,1209
7715,7716,66,16,4054
7716,7717,308,29,1745
7717,7718,348,28,2553
7718,7719,171,10,4564
7719,7720,22,40,2541
7720,7721,107,4,923
7721,7722,323,46,2074
7722,7723,227,40,3062
7723,7724,216,14,4228
7724,7725,69,44,902
7725,7726,84,33,478
7726,7727,103,18,3202
7727,7728,39,12,1557
7728,7729,13,10,1242
7729,7730,297,21,3985
7730,7731,313,33,4973
7731,7732,181,14,4518
7732,7733,268,9,2309
7733,7734,13,26,1930
7734,7735,120,15,4413
7735,7736,353,21,3879
7736,7737,57,22,3069
7737,7738,40,46,2982
7738,7739,336,41,2237
7739,7740,128,43,229
7740,7741,173,5,4207
7741,7742,35,44,1504
7742,7743,259,16,131
7743,7744,5,35,2198
7744,7745,218,5,479
7745,7746,11,26,3529
7746,7747,327,26,366
7747,7748,117,5,1923
7748,7749,184,36,1586
7749,7750,362,24,153
7750,7751,116,15,617
7751,7752,162,30,1917
7752,7753,67,5,1417
7753,7754,200,40,2795
7754,7755,31,48,3700
7755,7756,75,22,1462
7756,7757,237,33,2528
7757,7758,327,5,1548
7758,7759,66,32,3992
7759,7760,70,48,721
7760,7761,297,23,2755
7761,7762,20,10,1347
7762,7763,226,36,2900
7763,7764,199,17,1432
7764,7765,39,27,993
7765,7766,145,45,2133
7766,7767,45,8,1393
7767,7768,326,40,1700
7768,7769,91,44,1092
7769,7770,238,6,740
7770,7771,70,7,3174
7771,7772,166,26,2894
7772,7773,130,17,3511
7773,7774,214,37,1828
7774,7775,340,23,3613
7775,7776,89,27,415
7776,7777,335,40,1339
7777,7778,252,19,4439
7778,7779,349,27,4669
7779,7780,72,25,1902
7780,7781,165,40,2327
7781,7782,49,25,3022
7782,7783,52,21,2217
7783,7784,289,25,651
7784,7785,278,7,3797
7785,7786,114,35,1577
7786,7787,239,6,4340
7787,7788,133,40,1786
7788,7789,274,15,3906
7789,7790,166,24,4275
7790,7791,293,49,1686
7791,7792,243,4,2745
7792,7793,320,7,1779
7793,7794,138,30,4368
7794,7795,79,17,4384
7795,7796,170,38,2927
7796,7797,123,30,105
7797,7798,176,45,4071
7798,7799,300,39,4809
7799,7800,82,9,4061
7800,7801,87,19,3373
7801,7802,225,13,3915
7802,7803,16,47,1170
7803,7804,310,49,2744
7804,7805,358,37,216
7805,7806,163,19,3446
7806,7807,98,6,2430
7807,7808,156,12,238
7808,7809,2,15,425
7809,7810,350,47,652
7810,7811,169,3,4878
7811,7812,315,4,674
7812,7813,325,37,1552
7813,7814,92,38,3451
7814,7815,181,6,3528
7815,7816,231,49,4912
7816,7817,301,28,547
7817,7818,148,8,3506
7818,7819,280,31,556
7819,7820,189,21,3466
7820,7821,347,45,3293
7821,7822,350,29,1680
7822,7823,314,15,4000
7823,7824,128,49,2613
7824,7825,7,24,4195
7825,7826,47,21,1830
7826,7827,53,49,1983
7827,7828,187,23,1549
7828,7829,38,31,1932
7829,7830,226,34,1038
7830,7831,53,28,221
7831,7832,224,32,4858
7832,7833,154,22,2505
7833,7834,48,3,3868
7834,7835,351,9,1200
7835,7836,147,6,2930
7836,7837,64,1,1648
7837,7838,349,22,3232
7838,7839,182,4,577
7839,7840,125,45,2769
7840,7841,179,8,2619
7841,7842,39,37,1137
7842,7843,260,42,4852
7843,7844,3,19,843
7844,7845,64,44,929
7845,7846,29,1,4478
7846,7847,11,41,139
7847,7848,97,24,134
7848,7849,358,48,194
7849,7850,203,17,3870
7850,7851,21,32,4164
7851,7852,39,14,4206
7852,7853,223,17,2910
7853,7854,102,32,349
7854,7855,46,33,965
7855,7856,66,30,480
7856,7857,91,47,3980
7857,7858,164,34,3843
7858,7859,111,28,3048
7859,7860,338,24,4821
7860,7861,123,14,4654
7861,7862,193,34,350
7862,7863,99,47,1961
7863,7864,291,1,3070
7864,7865,159,22,3864
7865,7866,103,33,4755
7866,7867,281,44,1590
7867,7868,43,47,157
7868,7869,84,18,2448
7869,7870,191,47,3327
7870,7871,51,39,4351
7871,7872,210,12,2910
7872,7873,126,10,294
7873,7874,69,2,3124
7874,7875,265,2,1029
7875,7876,258,6,4751
7876,7877,188,20,3503
7877,7878,230,38,1852
7878,7879,189,28,3448
7879,7880,10,42,1525
7880,7881,114,3,4231
7881,7882,76,48,2729
7882,7883,164,37,567
7883,7884,85,37,4888
7884,7885,49,42,4962
7885,7886,326,25,3651
7886,7887,177,23,1591
7887,7888,218,13,3798
7888,7889,189,24,226
7889,7890,346,3,4188
7890,7891,230,38,2871
7891,7892,255,28,4715
7892,7893,236,26,4451
7893,7894,26,20,915
7894,7895,72,27,4602
7895,7896,261,1,1636
7896,7897,254,10,101
7897,7898,271,10,3757
7898,7899,123,1,4488
7899,7900,144,32,2909
7900,7901,257,32,3265
7901,7902,144,43,2198
7902,7903,259,27,3343
7903,7904,47,13,4355
7904,7905,351,17,2331
7905,7906,13,28,1941
7906,7907,208,25,1315
7907,7908,311,36,4361
7908,7909,235,47,1761
7909,7910,149,2,998
7910,7911,322,32,2192
7911,7912,155,32,3361
7912,7913,166,6,2282
7913,7914,90,31,4020
7914,7915,186,9,2124
7915,7916,318,43,1865
7916,7917,358,16,2170
7917,7918,174,25,3331
7918,7919,217,40,4709
7919,7920,264,28,2821
7920,7921,97,17,3360
7921,7922,117,31,2143
7922,7923,199,23,1234
7923,7924,320,31,3553
7924,7925,21,26,1898
7925,7926,200,4,365
7926,7927,341,39,572
7927,7928,248,43,4837
7928,7929,276,43,2049
7929,7930,264,43,1204
7930,7931,58,15,415
7931,7932,302,37,2164
7932,7933,31,38,283
7933,7934,249,23,2745
7934,7935,93,5,4092
7935,7936,265,41,4979
7936,7937,271,43,252
7937,7938,94,25,1394
7938,7939,154,30,1736
7939,7940,285,26,3612
7940,7941,80,3,1906
7941,7942,292,4,1307
7942,7943,84,47,1672
7943,7944,37,18,3460
7944,7945,342,37,2278
7945,7946,327,11,1428
7946,7947,232,11,793
7947,7948,93,36,2257
7948,7949,336,16,204
7949,7950,102,43,3198
7950,7951,166,25,2535
7951,7952,159,1,2276
7952,7953,14,26,2586
7953,7954,225,45,1233
7954,7955,73,30,2816
7955,7956,249,6,3705
7956,7957,91,27,3322
7957,7958,216,19,2667
7958,7959,90,38,1949
7959,7960,29,45,3251
7960,7961,305,43,4678
7961,7962,220,19,3259
7962,7963,328,39,2718
7963,7964,215,44,3261
7964,7965,221,32,1379
7965,7966,42,48,293
7966,7967,135,1,479
7967,7968,42,25,4430
7968,7969,164,47,778
7969,7970,361,13,719
7970,7971,283,10,3054
7971,7972,58,18,2799
7972,7973,302,36,1763
7973,7974,322,22,3654
7974,7975,25,6,2203
7975,7976,73,27,523
7976,7977,129,8,2002
7977,7978,87,24,4083
7978,7979,330,20,4372
7979,7980,153,22,3459
7980,7981,182,9,3544
7981,7982,125,40,2576
7982,7983,67,39,312
7983,7984,6,19,3635
7984,7985,125,1,3498
7985,7986,314,11,3048
7986,7987,326,41,2531
7987,7988,53,42,271
7988,7989,66,10,1732
7989,7990,314,1,440
7990,7991,82,27,4345
7991,7992,87,17,4596
7992,7993,2,44,1724
7993,7994,204,44,789
7994,7995,150,17,1847
7995,7996,293,39,4354
7996,7997,103,43,4141
7997,7998,24,2,2198
7998,7999,212,48,1883
7999,8000,65,23,3972
8000,8001,209,41,3020
8001,8002,251,10,119
8002,8003,117,42,1073
8003,8004,116,30,3039
8004,8005,237,35,171
8005,8006,105,25,2889
8006,8007,259,17,2111
8007,8008,46,46,2477
8008,8009,311,19,3804
8009,8010,331,18,1099
8010,8011,216,18,1777
8011,8012,301,46,161
8012,8013,333,35,3269
8013,8014,24,10,226
8014,8015,35,23,3764
8015,8016,24,45,1983
8016,8017,28,22,3719
8017,8018,16,44,2887
8018,8019,59,9,4204
8019,8020,243,32,2895
8020,8021,207,26,2886
8021,8022,271,29,1360
8022,8023,249,42,244
8023,8024,267,19,4189
8024,8025,193,48,1648
8025,8026,335,29,2094
8026,8027,218,35,726
8027,8028,115,12,4164
8028,8029,68,8,575
8029,8030,299,25,2411
8030,8031,325,27,503
8031,8032,75,47,4318
8032,8033,103,43,4394
8033,8034,297,45,3488
8034,8035,178,6,655
8035,8036,215,13,1302
8036,8037,315,11,3613
8037,8038,39,38,4067
8038,8039,259,6,1240
8039,8040,204,5,2906
8040,8041,7,7,1537
8041,8042,49,19,1990
8042,8043,26,43,3664
8043,8044,161,6,712
8044,8045,357,25,3905
8045,8046,176,9,4597
8046,8047,79,20,380
8047,8048,2,25,261
8048,8049,132,8,143
8049,8050,276,37,4106
8050,8051,117,38,2623
8051,8052,164,2,1725
8052,8053,288,22,3342
8053,8054,28,36,2039
8054,8055,333,4,1893
8055,8056,1,48,2645
8056,8057,188,1,1925
8057,8058,56,48,922
8058,8059,35,33,568
8059,8060,112,24,2091
8060,8061,286,49,2362
8061,8062,310,5,2766
8062,8063,36,48,2987
8063,8064,217,35,420
8064,8065,80,42,1039
8065,8066,314,26,2446
8066,8067,83,49,3245
8067,8068,65,43,4640
8068,8069,325,41,240
8069,8070,128,43,981
8070,8071,307,26,1625
8071,8072,22,41,1151
8072,8073,216,49,4353
8073,8074,107,5,3253
8074,8075,109,44,925
8075,8076,357,18,2168
8076,8077,181,25,1469
8077,8078,356,48,2364
8078,8079,164,41,4684
8079,8080,68,40,2460
8080,8081,292,38,3957
8081,8082,180,49,4087
8082,8083,181,46,4357
8083,8084,169,21,1517
8084,8085,22,24,388
8085,8086,66,28,3798
8086,8087,21,46,4086
8087,8088,100,4,2836
8088,8089,300,8,129
8089,8090,103,49,310
8090,8091,47,33,4664
8091,8092,39,3,2462
8092,8093,285,49,2905
8093,8094,310,20,1615
8094,8095,90,35,3121
8095,8096,85,39,4472
8096,8097,273,43,3096
8097,8098,336,47,4630
8098,8099,188,7,507
8099,8100,159,27,2376
8100,8101,243,5,1810
8101,8102,73,49,925
8102,8103,49,37,3220
8103,8104,101,1,495
8104,8105,2,22,3852
8105,8106,244,7,1695
8106,8107,176,49,880
8107,8108,238,8,2592
8108,8109,59,44,1208
8109,8110,353,30,600
8110,8111,99,28,1958
8111,8112,359,26,3412
8112,8113,2,34,329
8113,8114,243,49,345
8114,8115,297,32,200
8115,8116,211,22,2956
8116,8117,123,20,3100
8117,8118,229,14,1793
8118,8119,82,23,1168
8119,8120,144,3,4269
8120,8121,140,19,356
8121,8122,29,14,1226
8122,8123,270,40,1215
8123,8124,247,39,1360
8124,8125,12,37,2870
8125,8126,355,35,4279
8126,8127,337,1,631
8127,8128,106,19,4194
8128,8129,32,15,957
8129,8130,74,25,3718
8130,8131,171,1,2240
8131,8132,337,31,3132
8132,8133,69,37,2459
8133,8134,301,43,2441
8134,8135,362,46,2880
8135,8136,137,22,4793
8136,8137,100,20,4637
8137,8138,146,41,2777
8138,8139,9,47,4817
8139,8140,62,43,3883
8140,8141,185,5,4781
8141,8142,29,15,562
8142,8143,114,2,1442
8143,8144,143,12,720
8144,8145,120,7,1610
8145,8146,170,2,4106
8146,8147,157,8,1016
8147,8148,335,9,3399
8148,8149,349,27,2963
8149,8150,260,28,4197
8150,8151,82,37,3582
8151,8152,242,15,874
8152,8153,172,19,3276
8153,8154,231,30,1341
8154,8155,208,13,2422
8155,8156,75,45,1035
8156,8157,270,6,1437
8157,8158,114,30,4605
8158,8159,62,1,3629
8159,8160,362,42,4999
8160,8161,320,38,399
8161,8162,102,25,2144
8162,8163,362,35,3171
8163,8164,210,26,4003
8164,8165,255,13,2786
8165,8166,20,19,1914
8166,8167,58,10,172
8167,8168,112,45,1154
8168,8169,313,7,1514
8169,8170,196,15,4394
8170,8171,353,23,2528
8171,8172,92,36,4909
8172,8173,52,43,2321
8173,8174,293,31,4096
8174,8175,8,8,3900
8175,8176,300,30,332
8176,8177,98,34,1921
8177,8178,236,33,1558
8178,8179,69,1,3894
8179,8180,45,16,3672
8180,8181,137,11,1665
8181,8182,234,27,3461
8182,8183,32,22,1855
8183,8184,289,40,2422
8184,8185,126,19,4201
8185,8186,67,44,3316
8186,8187,30,6,3272
8187,8188,114,48,702
8188,8189,204,40,3315
8189,8190,29,39,3623
8190,8191,131,20,122
8191,8192,185,3,3366
8192,8193,253,1,3617
8193,8194,286,23,2491
8194,8195,62,38,2034
8195,8196,3,3,4142
8196,8197,68,34,678
8197,8198,25,17,2614
8198,8199,179,48,4367
8199,8200,141,27,4681
8200,8201,231,39,4902
8201,8202,300,23,4238
8202,8203,163,38,1235
8203,8204,311,11,846
8204,8205,130,15,4001
8205,8206,246,26,1518
8206,8207,297,11,4674
8207,8208,172,7,3308
8208,8209,64,47,3049
8209,8210,31,48,4436
8210,8211,47,8,3737
8211,8212,130,5,2977
8212,8213,352,17,732
8213,8214,333,23,4430
8214,8215,110,2,4533
8215,8216,69,27,698
8216,8217,58,21,3302
8217,8218,106,7,995
8218,8219,300,38,4686
8219,8220,330,26,1382
8220,8221,256,30,1062
8221,8222,312,12,1410
8222,8223,171,48,3498
8223,8224,162,11,4762
8224,8225,286,17,1070
8225,8226,71,10,2239
8226,8227,255,48,991
8227,8228,55,16,2375
8228,8229,323,15,3281
8229,8230,3,15,2428
8230,8231,26,20,2697
8231,8232,313,4,2975
8232,8233,126,32,3256
8233,8234,53,22,1321
8234,8235,198,35,3247
8235,8236,299,14,1076
8236,8237,188,30,1296
8237,8238,186,31,711
8238,8239,305,10,723
8239,8240,298,6,4963
8240,8241,204,27,1549
8241,8242,11,11,2781
8242,8243,359,36,4288
8243,8244,354,10,1992
8244,8245,146,16,3713
8245,8246,85,24,4004
8246,8247,100,21,3759
8247,8248,104,40,1929
8248,8249,46,41,3511
8249,8250,44,36,1905
8250,8251,278,49,581
8251,8252,181,42,4030
8252,8253,187,45,4956
8253,8254,114,23,3404
8254,8255,255,21,3404
8255,8256,30,32,3132
8256,8257,264,17,2925
8257,8258,98,17,2186
8258,8259,313,21,2755
8259,8260,329,4,325
8260,8261,115,23,3066
8261,8262,276,25,2627
8262,8263,281,32,2490
8263,8264,275,6,2554
8264,8265,261,14,2937
8265,8266,331,41,3446
8266,8267,207,38,738
8267,8268,328,42,4869
8268,8269,211,38,2015
8269,8270,215,41,125
8270,8271,40,45,1811
8271,8272,26,16,1680
8272,8273,27,32,486
8273,8274,190,16,1079
8274,8275,83,19,1051
8275,8276,170,37,4680
8276,8277,167,43,3985
8277,8278,188,21,210
8278,8279,169,15,665
8279,8280,289,26,3964
8280,8281,229,30,4860
8281,8282,97,40,1876
8282,8283,16,15,2338
8283,8284,279,43,2203
8284,8285,135,13,3197
8285,8286,26,27,4305
8286,8287,352,23,3107
8287,8288,12,34,2598
8288,8289,72,34,4348
8289,8290,133,23,888
8290,8291,106,44,2821
8291,8292,220,20,1111
8292,8293,177,9,1624
8293,8294,282,20,3785
8294,8295,133,47,3532
8295,8296,22,39,3708
8296,8297,269,14,4388
8297,8298,161,49,867
8298,8299,107,26,1490
8299,8300,279,27,3099
8300,8301,353,34,4467
8301,8302,235,29,643
8302,8303,18,32,4046
8303,8304,242,41,427
8304,8305,117,45,4540
8305,8306,286,5,2543
8306,8307,282,4,2599
8307,8308,144,23,3618
8308,8309,205,21,3581
8309,8310,39,33,4639
8310,8311,154,41,1965
8311,8312,176,24,4768
8312,8313,241,16,2152
8313,8314,134,32,4867
8314,8315,46,19,1219
8315,8316,50,26,2937
8316,8317,166,3,2979
8317,8318,106,35,3515
8318,8319,216,39,4942
8319,8320,146,18,3660
8320,8321,72,7,4723
8321,8322,330,32,2454
8322,8323,273,24,2111
8323,8324,247,16,1750
8324,8325,186,24,3096
8325,8326,70,4,486
8326,8327,150,45,4080
8327,8328,246,32,4159
8328,8329,262,42,123
8329,8330,26,34,4118
8330,8331,140,19,277
8331,8332,99,14,4655
8332,8333,278,38,4570
8333,8334,51,13,3860
8334,8335,151,22,4484
8335,8336,104,31,1309
8336,8337,89,44,1285
8337,8338,141,44,3009
8338,8339,213,30,2128
8339,8340,233,23,1581
8340,8341,183,12,3014
8341,8342,251,43,1202
8342,8343,9,14,4382
8343,8344,79,36,2686
8344,8345,52,45,484
8345,8346,269,8,2855
8346,8347,226,24,1889
8347,8348,51,3,3013
8348,8349,186,14,1052
8349,8350,34,11,698
8350,8351,291,45,4118
8351,8352,230,38,2102
8352,8353,131,28,2270
8353,8354,120,23,1591
8354,8355,326,18,354
8355,8356,247,20,2359
8356,8357,192,33,383
8357,8358,323,2,2427
8358,8359,210,39,3339
8359,8360,103,37,3374
8360,8361,329,26,2875
8361,8362,133,2,3092
8362,8363,323,3,4811
8363,8364,139,20,3832
8364,8365,121,10,3555
8365,8366,94,42,1958
8366,8367,129,21,2977
8367,8368,91,40,3509
8368,8369,92,9,4173
8369,8370,63,2,1181
8370,8371,29,28,2055
8371,8372,210,3,739
8372,8373,12,16,882
8373,8374,333,4,1441
8374,8375,297,23,1289
8375,8376,130,30,2723
8376,8377,293,38,719
8377,8378,173,13,1467
8378,8379,208,6,1834
8379,8380,24,10,814
8380,8381,99,17,1066
8381,8382,356,8,4092
8382,8383,139,9,4132
8383,8384,314,34,3401
8384,8385,174,17,4701
8385,8386,29,43,4396
8386,8387,143,22,3278
8387,8388,316,3,2903
8388,8389,351,41,568
8389,8390,42,40,2169
8390,8391,299,29,3218
8391,8392,208,39,4220
8392,8393,330,27,3785
8393,8394,192,39,1440
8394,8395,160,40,3863
8395,8396,64,37,2115
8396,8397,243,3,4403
8397,8398,258,19,1112
8398,8399,152,34,2167
8399,8400,215,14,4812
8400,8401,322,21,3789
8401,8402,166,2,457
8402,8403,31,10,2832
8403,8404,232,42,4338
8404,8405,282,17,2319
8405,8406,29,2,1778
8406,8407,195,27,3803
8407,8408,334,1,4825
8408,8409,256,36,953
8409,8410,281,33,495
8410,8411,304,22,3070
8411,8412,321,49,1014
8412,8413,323,35,4397
8413,8414,346,34,2118
8414,8415,294,18,4956
8415,8416,87,36,3023
8416,8417,149,3,3221
8417,8418,249,44,864
8418,8419,321,16,4011
8419,8420,283,11,2286
8420,8421,362,10,2802
8421,8422,198,42,3746
8422,8423,44,21,1468
8423,8424,356,25,3693
8424,8425,28,35,2389
8425,8426,17,6,2592
8426,8427,127,46,4114
8427,8428,168,44,2196
8428,8429,244,8,1117
8429,8430,76,34,1668
8430,8431,231,41,945
8431,8432,204,46,4376
8432,8433,248,1,4488
8433,8434,302,3,4985
8434,8435,214,38,1344
8435,8436,215,27,4837
8436,8437,158,13,1015
8437,8438,69,43,574
8438,8439,85,47,3942
8439,8440,267,19,541
8440,8441,69,19,4777
8441,8442,99,6,2504
8442,8443,347,47,3746
8443,8444,216,14,4092
8444,8445,161,5,296
8445,8446,94,43,2486
8446,8447,174,45,4140
8447,8448,165,45,1261
8448,8449,115,36,4820
8449,8450,220,9,2193
8450,8451,31,23,3132
8451,8452,11,32,2261
8452,8453,343,29,1270
8453,8454,130,45,2389
8454,8455,105,28,3089
8455,8456,27,40,4427
8456,8457,227,11,1493
8457,8458,2,19,292
8458,8459,359,1,169
8459,8460,101,9,3465
8460,8461,21,2,3017
8461,8462,58,4,3018
8462,8463,180,29,3040
8463,8464,341,4,2292
8464,8465,349,1,4780
8465,8466,20,28,4320
8466,8467,255,18,3317
8467,8468,317,46,3409
8468,8469,38,13,4936
8469,8470,148,40,1258
8470,8471,25,6,1542
8471,8472,121,49,4367
8472,8473,26,43,2986
8473,8474,169,47,4490
8474,8475,323,39,622
8475,8476,225,22,2413
8476,8477,1,30,3299
8477,8478,307,27,3525
8478,8479,261,8,3247
8479,8480,13,43,2505
8480,8481,48,28,1745
8481,8482,313,2,2883
8482,8483,291,20,787
8483,8484,332,11,4216
8484,8485,94,14,307
8485,8486,261,24,4950
8486,8487,278,13,361
8487,8488,359,8,3230
8488,8489,205,44,711
8489,8490,185,21,3630
8490,8491,175,22,2777
8491,8492,309,9,4102
8492,8493,69,42,2543
8493,8494,104,43,838
8494,8495,246,11,4138
8495,8496,161,16,284
8496,8497,200,9,768
8497,8498,216,3,2872
8498,8499,212,36,3744
8499,8500,16,42,4960
8500,8501,332,13,1696
